7	578
1	70
1	42
48	32871
62	27431
24	14568
21	9051
25	8082
92	44252
80	77620
46	19366
65	69610
87	41151
87	61509
67	52260
1	42
80	25200
54	34439
67	50850
43	25499
35	26222
1	42
76	74936
85	79305
75	62475
26	15340
75	45709
61	66063
82	87166
1	42
44	47256
95	46384
83	70135
1	42
55	59290
60	22740
1	42
67	45828
1	42
67	29011
38	40698
1	42
77	20482
97	16650
90	94500
35	25865
28	12656
43	26078
60	49560
80	71440
62	34162
5	2526
51	31092
33	17787
37	30303
149	91680
83	44158
1	42
83	90304
34	32130
1	42
45	47160
21	10374
101	110542
50	46750
64	38787
56	13496
43	13244
2	84
96	70656
89	90958
41	44075
36	11277
1	42
95	27930
93	89745
68	49572
1	42
50	21100
43	19307
48	20440
47	33135
64	53844
50	24200
40	20040
25	14178
1	42
157	106992
47	31443
72	67752
2	84
73	77599
51	53907
39	13728
64	11136
1	42
73	59568
33	21258
91	14560
71	60802
22	10714
66	43362
1	42
27	26406
1	42
84	91812
99	87912
77	85393
1	42
83	85075
33	23626
81	81891
77	20097
54	49650
176	96632
49	36474
94	14100
74	35374
37	18366
56	46704
25	26400
80	29920
2	84
23	13754
93	34410
99	89694
31	29047
74	50777
1	42
24	19344
65	26000
23	5888
57	59337
39	16268
46	26367
55	41030
57	49533
64	51648
1	42
21	19152
24	4992
94	76046
155	63830
1	42
77	81774
36	14112
52	49868
88	57024
51	44574
1	42
36	15480
39	39448
71	59853
40	16280
1	42
80	71520
46	36892
26	27717
48	27888
22	16023
87	39237
59	28379
49	24255
64	40000
1	42
119	106652
1	42
58	48082
49	17003
23	23644
97	32010
1	42
70	33950
1	42
85	46240
58	16240
50	19850
45	26100
1	42
94	45872
89	77875
58	46922
2	84
22	8360
39	22425
35	19005
77	65989
26	19092
46	15134
94	77080
69	57209
59	49890
61	66673
26	4056
32	13824
90	81950
139	79752
38	41648
64	43392
63	36855
39	4931
43	44849
86	43172
75	11250
95	82198
76	23256
58	37004
100	38184
1	42
91	16653
154	127182
1	42
63	56889
76	20672
94	68338
1	42
154	90673
1	42
79	68572
55	14740
1	42
29	30537
65	51415
53	12932
1	42
183	167160
1	42
47	43381
34	25636
39	12519
66	29436
40	35120
1	42
64	16320
1	42
32	13024
21	23163
83	39010
88	91168
93	48453
66	26905
40	26913
99	55638
100	29600
34	31382
35	32305
44	33704
42	36918
63	51219
92	20784
68	12784
73	25915
45	32895
53	44149
84	14700
84	78228
68	61414
57	37221
42	29820
36	8244
2	458
80	10800
41	13042
66	21780
38	6110
49	41062
36	30168
42	14238
40	9040
37	15947
93	66374
84	33684
87	85869
83	52705
12	7027
69	32223
48	10848
45	22725
98	86730
90	35553
147	55890
45	48375
114	75773
28	16215
61	44469
1	42
69	10557
70	15260
21	23121
100	78450
93	18879
1	42
93	70773
64	64576
95	78090
1	42
20	5720
1	42
71	26270
26	25116
82	28044
1	42
80	86320
48	28759
37	27639
47	42159
42	16254
58	19140
49	11946
37	13135
93	27550
41	45551
51	48603
99	108900
26	17784
97	69960
57	24624
29	4698
99	75438
45	41715
37	14819
61	13908
36	25128
84	38556
50	15750
36	5292
2	84
64	50304
26	15002
62	56606
89	49395
80	53200
1	42
63	34587
33	20625
61	56442
22	20680
36	12600
55	23980
1	42
98	55664
98	106918
26	23010
20	11140
96	95517
60	53201
90	41310
46	25484
72	35496
68	66627
1	42
61	35990
62	61713
93	39698
63	62244
99	99891
36	10052
90	81450
94	55460
21	14482
47	43522
91	89817
64	22911
69	66240
64	68544
92	46998
72	71223
59	38548
14	11746
33	27687
29	25085
66	59222
16	16464
62	41456
55	58465
79	44975
68	13872
36	7056
69	52854
98	52132
66	51132
86	94600
1	42
62	49476
50	54750
31	24707
1	42
83	42994
67	9612
68	13396
58	17632
89	95942
48	11808
76	47370
37	19351
63	63378
79	61146
22	8799
1	42
55	27225
69	45057
22	8514
74	37074
1	42
136	84944
88	96699
69	76452
74	52984
12	8592
100	109600
1	42
73	61685
1	42
22	18568
22	21890
92	72588
65	67470
1	42
139	96547
1	42
39	40248
62	37758
69	57132
51	32589
96	39657
68	31144
49	47334
22	8190
38	29640
42	27090
33	16467
98	86196
95	67640
53	28355
81	34020
18	11721
78	49386
91	27391
26	25817
20	20460
33	32778
68	33320
30	12570
21	8799
65	9100
48	23958
35	37030
25	16025
54	23220
1	42
56	39872
70	20370
1	42
59	55696
77	32646
49	28126
89	17355
23	9361
1	42
33	26862
36	26642
40	44160
1	42
69	16767
41	28085
61	44774
101	60573
98	103096
85	92480
66	56007
32	14432
87	79344
61	44262
85	35742
48	9072
29	16965
87	21315
1	42
31	26102
1	42
25	11925
78	17238
39	13104
33	5709
83	33990
59	51625
26	27404
56	41182
69	66171
92	17423
62	36828
98	67718
49	47787
162	51139
25	21575
34	22218
20	16420
58	57099
68	62424
63	69363
1	42
87	78735
27	29403
1	42
75	64725
1	42
33	12606
92	100372
92	63664
41	37282
21	19551
42	19278
53	38678
1	42
78	54678
81	47466
31	15686
48	23616
1	42
88	37400
46	28336
28	16800
70	34680
29	25102
45	11520
26	5460
21	5082
60	24360
22	8866
1	42
73	41610
42	44184
71	69509
53	50350
1	42
87	40194
81	63342
84	22286
169	118651
32	31872
78	67470
95	64600
62	33287
87	94743
31	22940
1	42
33	30228
87	54027
71	62054
35	31990
1	42
22	22198
37	18537
1	42
68	33184
62	66092
60	27540
23	15939
20	17104
24	7020
76	15656
96	21312
1	42
82	28290
61	18544
93	32085
75	81750
29	9926
122	60412
59	22066
81	45722
93	63612
37	14689
91	91637
1	42
80	46160
41	35301
26	13742
69	65964
81	31833
97	104566
