8	648
0	0
0	0
30	19908
90	30690
146	119087
79	68177
178	43432
1	42
49	34986
44	26268
40	32841
0	0
55	37345
1	42
101	75006
32	29088
104	102336
153	36090
1	42
265	101256
11	7216
176	178816
140	136640
2	84
148	28564
80	54800
114	66348
0	0
132	87456
1	42
50	50800
72	31140
34	12478
97	33180
1	42
94	87774
153	61708
19	8610
179	123689
118	119652
1	42
85	26265
162	135594
1	42
96	78624
42	40509
0	0
137	130150
180	128340
124	45632
2	84
128	83200
0	0
114	126426
156	155220
0	0
32	33280
2	84
56	60816
118	33040
111	102786
0	0
141	20586
54	21092
63	54621
0	0
188	193302
0	0
131	88425
103	96126
143	21200
0	0
122	30988
40	6320
44	43912
1	42
152	120232
1	42
124	135284
183	52965
0	0
175	138682
1	42
134	58692
1	42
94	67022
40	39400
153	124378
147	37485
0	0
33	17688
75	50732
1	42
92	22448
0	0
136	60520
58	22040
126	30542
1	42
103	101867
0	0
122	105042
67	12596
80	59055
0	0
129	97137
107	20924
135	36450
0	0
176	100144
98	27881
32	12008
52	17264
0	0
68	34816
158	125360
1	42
39	39234
236	238777
112	120848
68	46822
114	56316
169	158634
0	0
59	42126
174	74778
0	0
163	159862
133	40038
180	163980
171	91842
0	0
63	14742
0	0
132	75240
123	63482
142	43752
101	76760
108	21816
0	0
79	21172
81	55162
46	16377
115	121670
67	48240
0	0
69	16284
212	129490
62	55369
147	130998
0	0
110	33330
0	0
232	188385
2	84
172	186448
94	48692
179	161100
112	72128
31	31602
88	33088
64	42756
0	0
95	86165
0	0
46	45586
321	174482
98	67226
0	0
80	59280
148	104932
1	42
116	26564
33	31020
1	42
285	190470
1	42
138	140070
0	0
136	72488
65	33800
1	42
124	66960
1	42
264	153912
0	0
158	61304
132	80388
6	3087
137	48760
76	65967
292	183189
23	20056
108	46116
1	42
75	45225
53	41340
68	73916
62	57687
0	0
128	93568
136	128832
106	63176
0	0
171	176130
38	26053
1	42
122	112972
193	170846
7	4004
142	64894
11	4612
86	20124
173	38406
1	42
91	89726
1	42
156	156780
50	22600
107	75863
162	41472
1	42
121	58443
65	38186
0	0
50	33700
98	99960
79	15408
85	42075
95	51965
87	60900
100	65300
44	27510
38	6802
70	28280
166	33532
0	0
159	126206
1	42
101	106858
40	23680
106	76587
88	18747
13	2795
80	86640
81	80271
0	0
177	33276
154	128256
213	52475
148	136752
0	0
120	75720
130	80600
157	73125
107	25466
93	70973
0	0
107	58903
51	35292
110	24530
0	0
159	60102
145	83955
1	42
152	70832
17	2906
101	18079
53	22737
150	105570
74	44918
59	41359
128	56049
0	0
39	9438
40	9363
0	0
140	65240
0	0
168	185304
178	74416
53	22456
72	51696
134	116816
44	14080
32	31360
74	63566
1	42
88	61512
0	0
170	117130
1	42
73	40515
76	75240
62	16058
84	59636
112	120512
0	0
123	47601
1	42
74	30118
44	13464
1	42
308	184589
144	95616
40	18800
115	51290
1	42
77	65835
126	24192
48	47559
0	0
71	45795
118	77408
89	12193
1	42
52	15496
44	26100
79	25596
135	124200
0	0
83	84660
0	0
132	131736
56	39612
133	96957
0	0
49	38857
137	43566
152	47272
37	9324
2	84
145	51620
111	21201
43	18705
176	41536
3	2304
184	135306
148	52392
131	52531
