1749	1340049
1012	468596
583	377967
679	301658
478	270151
774	570199
837	615504
917	351498
847	453552
645	582705
693	350671
895	456635
821	708690
878	319489
768	616120
772	737539
962	451396
545	386705
864	551135
605	362377
694	286095
728	489044
1202	989449
617	311371
544	344755
840	645180
641	466067
423	227298
865	643419
677	524709
908	702680
740	522560
786	473153
649	466618
875	629688
890	644151
641	371103
814	634571
617	489900
844	548099
474	247617
597	386425
917	693049
814	380839
1092	481336
649	394443
506	346111
849	435359
457	308515
794	411675
657	324050
794	539117
931	348535
781	529543
628	600601
1036	810063
512	283406
827	449471
997	621201
663	393063
959	668929
822	663584
616	372204
811	547340
923	765143
919	356160
711	393157
505	322168
945	382311
834	435985
838	520406
608	559445
812	472411
427	224244
923	632684
915	606975
1045	672956
956	380188
698	497888
402	195077
952	459384
676	524914
818	592637
763	588627
933	723474
791	542811
842	285795
577	343098
681	415056
769	335683
409	291110
635	361935
883	584639
921	413897
808	586971
739	446808
893	594311
835	477467
614	293636
720	642757
901	444984
613	470800
765	635460
1258	679297
914	476788
1027	524502
825	664259
855	566688
908	359197
1269	1010147
1111	649631
883	467834
856	652814
482	152857
814	553761
708	381117
1122	847197
1148	923629
891	547858
705	397435
673	422836
979	648037
1031	680332
942	302063
892	423761
952	853229
926	321036
877	447427
1008	620877
728	463205
649	417756
896	410910
841	470302
796	451407
682	436868
1060	859973
803	552422
833	543164
685	569055
664	439435
712	385733
699	450512
682	290092
499	406101
720	569483
676	211635
1121	796131
659	387464
1059	671016
770	278728
868	526364
872	578918
1056	628256
792	485000
980	680066
625	335327
1194	688974
779	579069
941	767269
910	295174
874	459319
970	402214
600	383928
842	521651
978	520632
818	400038
832	420626
959	419170
777	595063
1139	449996
957	600508
839	419580
1199	1063863
1057	610834
719	608637
809	650742
1187	782848
688	510980
918	533815
768	405989
845	655232
681	358295
1005	591441
878	435510
1095	682075
880	456028
888	350278
646	375460
726	314634
680	497404
925	569662
950	614295
953	419778
896	656417
794	319169
775	598334
1083	568491
620	473903
701	407595
767	432488
754	388357
665	563834
778	666960
911	573211
1176	753833
372	277080
567	452682
555	392661
953	606485
612	526051
667	480241
601	409610
944	552918
683	438827
704	427815
1006	807666
974	396950
734	252055
693	348680
605	511536
1104	707657
1034	779915
1214	894716
996	698158
453	385769
536	297592
620	479948
833	481528
481	263133
668	457049
767	477797
749	558268
464	172495
1010	607799
871	648813
595	220548
1043	829890
674	305987
702	257808
747	389051
878	511974
733	597420
505	341279
891	620245
959	688043
886	385006
801	572976
848	552070
536	396783
664	500293
1000	309350
816	593574
807	435805
972	389271
689	428689
983	563172
800	690949
944	715802
718	461341
497	395729
